"","GO_ID","Term"
"26008","GO:1904897","regulation of hepatic stellate cell proliferation"
"26009","GO:1904898","negative regulation of hepatic stellate cell proliferation"
"26010","GO:1904899","positive regulation of hepatic stellate cell proliferation"
"26011","GO:1904900","negative regulation of myosin II filament organization"
"26012","GO:1904901","positive regulation of myosin II filament organization"
"26013","GO:1904902","ESCRT III complex assembly"
"26014","GO:1904903","ESCRT III complex disassembly"
"26015","GO:1904904","regulation of endothelial cell-matrix adhesion via fibronectin"
"26016","GO:1904905","negative regulation of endothelial cell-matrix adhesion via fibronectin"
"26017","GO:1904906","positive regulation of endothelial cell-matrix adhesion via fibronectin"
"26018","GO:1904907","regulation of maintenance of mitotic sister chromatid cohesion, telomeric"
"26019","GO:1904908","negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric"
"26020","GO:1904909","positive regulation of maintenance of mitotic sister chromatid cohesion, telomeric"
"26021","GO:1904910","regulation of establishment of RNA localization to telomere"
"26022","GO:1904911","negative regulation of establishment of RNA localization to telomere"
"26023","GO:1904912","positive regulation of establishment of RNA localization to telomere"
"26024","GO:1904913","regulation of establishment of protein-containing complex localization to telomere"
"26025","GO:1904914","negative regulation of establishment of protein-containing complex localization to telomere"
"26026","GO:1904915","positive regulation of establishment of protein-containing complex localization to telomere"
"26027","GO:1904916","transmembrane L-lysine transport from lysosomal lumen to cytosol"
"26028","GO:1904917","L-arginine transmembrane transport from lysosomal lumen to cytosol"
"26029","GO:1904918","transmembrane L-histidine transport from lysosomal lumen to cytosol"
"26030","GO:1904919","transmembrane L-cystine transport from lysosomal lumen to cytosol"
"26031","GO:1904923","regulation of autophagy of mitochondrion in response to mitochondrial depolarization"
"26032","GO:1904924","negative regulation of mitophagy in response to mitochondrial depolarization"
"26033","GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization"
"26034","GO:1904926","response to palmitoleic acid"
"26035","GO:1904927","cellular response to palmitoleic acid"
"26036","GO:1904932","negative regulation of cartilage condensation"
"26037","GO:1904933","regulation of cell proliferation in midbrain"
"26038","GO:1904934","negative regulation of cell proliferation in midbrain"
"26039","GO:1904935","positive regulation of cell proliferation in midbrain"
"26040","GO:1904936","interneuron migration"
"26041","GO:1904937","sensory neuron migration"
"26042","GO:1904938","planar cell polarity pathway involved in axon guidance"
"26043","GO:1904939","regulation of DNA nucleotidylexotransferase activity"
"26044","GO:1904940","negative regulation of DNA nucleotidylexotransferase activity"
"26045","GO:1904941","positive regulation of DNA nucleotidylexotransferase activity"
"26046","GO:1904942","regulation of cardiac ventricle formation"
"26047","GO:1904943","negative regulation of cardiac ventricle formation"
"26048","GO:1904944","positive regulation of cardiac ventricle formation"
"26049","GO:1904947","folate import into mitochondrion"
"26050","GO:1904948","midbrain dopaminergic neuron differentiation"
"26051","GO:1904950","negative regulation of establishment of protein localization"
"26052","GO:1904951","positive regulation of establishment of protein localization"
"26053","GO:1904952","hydroxycinnamic acid transport"
"26054","GO:1904953","Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation"
"26055","GO:1904954","canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation"
"26056","GO:1904955","planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation"
"26057","GO:1904956","regulation of midbrain dopaminergic neuron differentiation"
"26058","GO:1904957","negative regulation of midbrain dopaminergic neuron differentiation"
"26059","GO:1904958","positive regulation of midbrain dopaminergic neuron differentiation"
"26060","GO:1904959","regulation of cytochrome-c oxidase activity"
"26061","GO:1904960","positive regulation of cytochrome-c oxidase activity"
"26062","GO:1904961","quiescent center organization"
"26063","GO:1904962","plastid to vacuole vesicle-mediated transport"
"26064","GO:1904963","regulation of phytol biosynthetic process"
"26065","GO:1904964","positive regulation of phytol biosynthetic process"
"26066","GO:1904965","regulation of vitamin E biosynthetic process"
"26067","GO:1904966","positive regulation of vitamin E biosynthetic process"
"26068","GO:1904967","regulation of monopolar spindle attachment to meiosis I kinetochore"
"26069","GO:1904968","positive regulation of monopolar spindle attachment to meiosis I kinetochore"
"26070","GO:1904969","slow muscle cell migration"
"26071","GO:1904970","brush border assembly"
"26072","GO:1904971","regulation of viral translation"
"26073","GO:1904972","negative regulation of viral translation"
"26074","GO:1904973","positive regulation of viral translation"
"26075","GO:1904975","response to bleomycin"
"26076","GO:1904976","cellular response to bleomycin"
"26077","GO:1904977","lymphatic endothelial cell migration"
"26078","GO:1904978","regulation of endosome organization"
"26079","GO:1904979","negative regulation of endosome organization"
"26080","GO:1904980","positive regulation of endosome organization"
"26081","GO:1904981","maltose transmembrane transport"
"26082","GO:1904982","sucrose transmembrane transport"
"26083","GO:1904983","glycine import into mitochondrion"
"26084","GO:1904984","regulation of quinolinate biosynthetic process"
"26085","GO:1904985","negative regulation of quinolinate biosynthetic process"
"26086","GO:1904986","positive regulation of quinolinate biosynthetic process"
"26087","GO:1904987","regulation of endothelial cell activation"
"26088","GO:1904988","negative regulation of endothelial cell activation"
"26089","GO:1904989","positive regulation of endothelial cell activation"
"26090","GO:1904990","regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway"
"26091","GO:1904991","negative regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway"
"26092","GO:1904992","positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway"
"26093","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell"
"26094","GO:1904995","negative regulation of leukocyte adhesion to vascular endothelial cell"
"26095","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell"
"26096","GO:1904997","regulation of leukocyte adhesion to arterial endothelial cell"
"26097","GO:1904998","negative regulation of leukocyte adhesion to arterial endothelial cell"
"26098","GO:1904999","positive regulation of leukocyte adhesion to arterial endothelial cell"
"26099","GO:1905000","regulation of membrane repolarization during atrial cardiac muscle cell action potential"
"26100","GO:1905001","negative regulation of membrane repolarization during atrial cardiac muscle cell action potential"
"26101","GO:1905002","positive regulation of membrane repolarization during atrial cardiac muscle cell action potential"
"26102","GO:1905003","picolinic acid metabolic process"
"26103","GO:1905004","picolinic acid biosynthetic process"
"26104","GO:1905005","regulation of epithelial to mesenchymal transition involved in endocardial cushion formation"
"26105","GO:1905006","negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation"
"26106","GO:1905007","positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation"
"26107","GO:1905008","regulation of L-lysine import across plasma membrane"
"26108","GO:1905009","negative regulation of L-lysine import across plasma membrane"
"26109","GO:1905010","positive regulation of L-lysine import across plasma membrane"
"26110","GO:1905011","transmembrane phosphate ion transport from cytosol to vacuole"
"26111","GO:1905012","regulation of 'de novo' NAD biosynthetic process from tryptophan"
"26112","GO:1905013","negative regulation of 'de novo' NAD biosynthetic process from tryptophan"
"26113","GO:1905014","positive regulation of 'de novo' NAD biosynthetic process from tryptophan"
"26114","GO:1905015","regulation of isoleucine-tRNA ligase activity"
"26115","GO:1905016","negative regulation of isoleucine-tRNA ligase activity"
"26116","GO:1905017","positive regulation of isoleucine-tRNA ligase activity"
"26117","GO:1905018","regulation of methionine-tRNA ligase activity"
"26118","GO:1905019","negative regulation of methionine-tRNA ligase activity"
"26119","GO:1905020","positive regulation of methionine-tRNA ligase activity"
"26120","GO:1905021","regulation of threonine-tRNA ligase activity"
"26121","GO:1905022","negative regulation of threonine-tRNA ligase activity"
"26122","GO:1905023","positive regulation of threonine-tRNA ligase activity"
"26123","GO:1905024","regulation of membrane repolarization during ventricular cardiac muscle cell action potential"
"26124","GO:1905025","negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential"
"26125","GO:1905026","positive regulation of membrane repolarization during ventricular cardiac muscle cell action potential"
"26126","GO:1905027","regulation of membrane depolarization during AV node cell action potential"
"26127","GO:1905028","negative regulation of membrane depolarization during AV node cell action potential"
